"","it","alpha","N","E","D","C","L","w","SWI"
"1608",201,1.45,500,6329,0.0507334669338677,0.106160816100102,2.29411623246493,0.49254482169216,-0.0365029778545709
"1609",1,1.5,100,244,0.0492929292929293,0.124459809853068,3.17799284662319,0.282322006866109,0.124605422200762
"1610",2,1.5,102,256,0.0496990875558144,0.127232142857143,3.17306930693069,0.297883364803319,0.125217438999762
"1611",3,1.5,104,282,0.0526512322628827,0.110441767068273,2.96641428848767,0.245973783411774,0.0904583092567071
"1612",4,1.5,106,279,0.0501347708894879,0.11185086551265,3.06864330637916,0.26541493593594,0.0970921145336563
"1613",5,1.5,108,318,0.0550363447559709,0.1072,2.94911734164071,0.272442034074224,0.0767323347885364
"1614",6,1.5,110,310,0.0517097581317765,0.124783362218371,3.02385321100917,0.301271816632464,0.1091771320501
"1615",7,1.5,112,306,0.0492277992277992,0.121123464014043,3.06097168597169,0.293487171292978,0.109216603202715
"1616",8,1.5,114,309,0.047973917093619,0.135705669481303,3.10651074589128,0.324794442481671,0.132782598024652
"1617",9,1.5,116,316,0.047376311844078,0.116197183098592,3.1,0.296089781942622,0.103827118407435
"1618",10,1.5,118,363,0.0525858322468492,0.129916040653999,2.95291902071563,0.323695410889984,0.108789198421325
"1619",11,1.5,120,362,0.0507002801120448,0.0895117540687161,2.91482694772824,0.247452429104387,0.0560117373760323
"1620",12,1.5,122,352,0.0476900149031297,0.09068746952706,3.00261707988981,0.255741937955208,0.0629738747963379
"1621",13,1.5,124,364,0.047731445056386,0.110395584176633,3.00786782061369,0.292941390952263,0.0901053872286131
"1622",14,1.5,126,392,0.0497777777777778,0.110474631751228,2.93409523809524,0.295534036487348,0.0846254635107017
"1623",15,1.5,128,427,0.0525344488188976,0.101921757035003,2.84030511811024,0.283988210877652,0.0667670217043016
"1624",16,1.5,130,413,0.0492546213476446,0.122866894197952,2.96231365533691,0.329157157820796,0.100106896970029
"1625",17,1.5,132,471,0.0544760582928522,0.122485740018013,2.82408049965302,0.332453903952106,0.087550742585018
"1626",18,1.5,134,456,0.0511727078891258,0.125398851308232,2.88946246212546,0.337839634981572,0.0972117519343843
"1627",19,1.5,136,476,0.0518518518518519,0.104209596702973,2.84945533769063,0.308405185337914,0.0678672305376425
"1628",20,1.5,138,489,0.0517296096477309,0.113475177304965,2.80080397757326,0.311012905297221,0.0800562785070844
"1629",21,1.5,140,441,0.0453237410071942,0.0951551063088184,2.98571428571429,0.294025572486944,0.0676238447146641
"1630",22,1.5,142,524,0.0523424233343322,0.141523341523342,2.82679053041654,0.370321166278482,0.111138998046509
"1631",23,1.5,144,528,0.0512820512820513,0.124647345473198,2.79917265832759,0.337879479539348,0.09246620869319
"1632",24,1.5,146,527,0.0497874350495985,0.102643856920684,2.84600850259802,0.316844340843203,0.0666488635589054
"1633",25,1.5,148,515,0.0473432616289759,0.0963455149501661,2.88481338481339,0.30590586033043,0.0628440046640363
"1634",26,1.5,150,599,0.0536017897091723,0.133570234113712,2.71874720357942,0.355528519607458,0.0965008405947976
"1635",27,1.5,152,607,0.0528929940745905,0.105497170573969,2.7084349947717,0.316543875704694,0.0637379965892135
"1636",28,1.5,154,611,0.0518631695102283,0.103186326229162,2.71046600458365,0.311885878555635,0.0623794355677871
"1637",29,1.5,156,597,0.0493796526054591,0.108073744437381,2.79487179487179,0.330323956400989,0.0714213831542524
"1638",30,1.5,158,653,0.0526485527694912,0.11544804837823,2.70152382488108,0.339076822374495,0.074063442890767
"1639",31,1.5,160,602,0.0473270440251572,0.103220114689016,2.84803459119497,0.333178338939879,0.0677963039583719
"1640",32,1.5,162,681,0.0522199217851392,0.114731606928486,2.68430335097002,0.338797195215529,0.0730467185452337
"1641",33,1.5,164,716,0.0535687565464612,0.112771311733249,2.65127936555439,0.339126066242032,0.0679296260153158
"1642",34,1.5,166,700,0.0511135450894487,0.123941754148324,2.71281489594743,0.359908925135528,0.0839392801843444
"1643",35,1.5,168,794,0.0566010835471913,0.118271119842829,2.58932135728543,0.35295266616947,0.0679222843434512
"1644",36,1.5,170,717,0.0499129829446572,0.119704433497537,2.72641837800209,0.358607426367888,0.0799573182974233
"1645",37,1.5,172,749,0.0509315925472596,0.0985141158989599,2.70379436964504,0.336056018917423,0.0536325704352427
"1646",38,1.5,174,789,0.0524217659956149,0.127145497755479,2.66469468244254,0.37330068285685,0.0824279323839401
"1647",39,1.5,176,817,0.053051948051948,0.104518664047151,2.64409090909091,0.346814331211348,0.0561878851167251
"1648",40,1.5,178,755,0.0479273789119533,0.111058601134216,2.73192407795341,0.351197918284536,0.0716757840494651
"1649",41,1.5,180,795,0.0493482309124767,0.112431056427662,2.7364990689013,0.367374860063758,0.0691983444350178
"1650",42,1.5,182,825,0.0500880335134479,0.0991835095703386,2.67731163863761,0.342331553458117,0.053853565765136
"1651",43,1.5,184,804,0.0477548111190307,0.0924229808492923,2.69945355191257,0.328327864546016,0.0500437912761811
"1652",44,1.5,186,831,0.0482999128160418,0.103475829005194,2.69293809938971,0.347489281417672,0.0607606380898398
"1653",45,1.5,188,877,0.0498919103424735,0.106171932402645,2.67885993855956,0.360535257435011,0.0600801914661343
